movieId,actorId,character
0003070,0404222,
0003070,0516974,Jack
0003070,0653253,
0003070,0338906,The Old Grandfather
0003070,1346516,
0003076,0014363,Charles von Barton
0003076,0477708,Carsten Berner
0003076,0526234,Berchtold
0003100,0558236,
0003102,0094801,Prince Maximilien of Wallenstein
0003102,0743102,Moise Sthar
0003102,0744105,Col. Julius Holbein
0003102,0135493,Granduke of Wallenstein
0003108,0099754,Macbeth
0003113,0127915,
0003113,0148546,
0003113,0699710,
0003113,0900293,
0003116,0179163,Gentleman Jim
0003131,0042694,
0003131,0046403,Adolphe Hardeff
0003131,0188632,Monsieur Modzel
0003131,0324776,Lieutenant Maxime
0003131,0376816,Sigismond Modzel
0003139,0276165,
0003150,0096783,
0003150,0252476,Father Prevost
0003150,0353770,Jean Chamberlain
0003150,0526275,
0003159,0959921,Javert
0003159,0470307,Jean Valjean
0003165,0622772,Fantômasle banquier Nanteuil
0003165,0107631,Inspector Juve
0003165,0577476,Jérôme Fandor
0003165,0525283,Jacques Dollon
0003167,0014894,James Smith - Marys Father
0003167,0910400,John Howard Payne
0003171,0190516,Undetermined Name villain
0003171,0751510,Prince Zouroff
0003171,0071132,Correyee
0003227,0252472,The rich young man
0003230,0176699,
0003241,0949546,
0003287,0181848,
0003289,0676473,Kates Father
0003289,0908390,Fuller
0003289,0485880,Fornton
0003289,0163540,Capt. Giles
0003298,0301252,Sardi - Son of a Cobbler
0003298,0007221,Seyn - the Cobbler
0003298,0401967,The Caliph
0003299,0754823,Akbar
0003299,0440059,The Rajah
0003299,0292407,The Miser
0003301,0352461,Rudolf RassendyllKing Rudolf of Ruritania
0003301,0868456,Michael Duke of Strelsau
0003301,0167577,Colonel Sapt
0003305,0746008,
0003305,2286670,
0003306,0489296,Green
0003306,0074077,Arthur Renskiöld
0003306,0075148,Sailor
0003306,0253307,Sailor
0003309,0753583,John Bull hipnotizõr
0003309,0223460,Mihunka cirkuszigazgató
0003309,0862278,Kertay kovácsmester
0003309,9892419,
0003316,1415907,Inezs Father
0003316,0276165,Tony
0003316,0194307,Jones
0003316,1174665,John (Jack) Gordon
0003324,0249871,Conrad Meetzer
0003324,0237713,Ira Wilton
0003324,0604384,Harry Bennett
0003324,0511100,Jack Brent
0003330,0005959,Richard Wagner
0003330,0624601,Ludwig II.
0003334,2297223,George Wyndham
0003334,0768673,Jack Probyn
0003334,0531952,Lord Layton
0003334,0348701,Dick Hinton
0003337,0102718,The Baron
0003337,0751510,Robin Hood
0003337,0071132,Alan-a-Dale
0003337,0227022,Sheriff of Nottingham
0003337,0714717,Friar Tuck
0003337,0860035,Hardfast
0003351,0401470,Jean
0003351,0129661,Joseph
0003351,0425592,
0003362,0098376,Wolf Larsen
0003362,0712660,Humphrey Van Weyden
0003362,0370746,Mugridge
0003362,0755331,Johnson
0003362,0712870,Minor Role
0003362,0124877,Sailor
0003365,0292407,Dr. Chevrele
0003365,0505354,Mr. Dupont
0003365,0779355,
0003365,0668116,
0003367,0901502,
0003376,0392637,
0003376,0212098,
0003376,0318560,
0003376,0159654,
0003376,0231657,Silvias vaderpriesterSilvias father
0003379,0666835,Archbishop of Canterbury
0003379,0871314,Prince Albert
0003386,0002154,
0003387,0746008,
0003387,2937708,Mafflu
0003390,0718290,Child
0003390,0166547,Lysander
0003390,0239982,
0003394,0159780,Oles far Robert skorstensfejer
0003394,0169878,Skolerytter
0003394,1437421,Mortensen kommis
0003394,0826661,Skorstensfejerdrengen Ole
0003394,0835591,Oles bedstefar
0003404,0048502,
0003404,0292407,Captain Kenneth
0003404,0736714,Hindu Servant
0003404,0505354,Richard Dare
0003404,0257617,Carrick
0003404,0642190,
0003404,0121391,
0003404,0101954,
0003406,0549989,
0003414,0330280,Simmonet later known as Jagon
0003414,0110838,Lorenz
0003419,0917467,Balduin a Student
0003419,0332024,Scapinelli an Old Sorcerer
0003423,0488932,Theo Graf von Dahlenberg
0003423,0509449,Edgar von Schmetting
0003438,0891238,Joe Morgan
0003438,0492993,Simon Slade
0003438,0716415,Judge Hammonds son
0003441,0461387,
0003441,0610620,Devil
0003441,0869645,
0003442,0094022,Angel Clare
0003442,0868456,Alec DUrberville
0003442,0827385,John Durbeyfield
0003442,0330280,Crick
0003449,0068213,Howard Jeffries Jr.
0003449,0241867,Howard Jeffries Sr.
0003449,0926516,Robert Underwood
0003456,0928108,
0003464,0081736,
0003464,0614069,
0003469,0121391,
0003471,0877941,The Invalid Inventor - Marys Father
0003471,0601596,Officer Burke - Officer 4434
0003489,0824971,Glaucus
0003489,0342541,Arbace
0003493,0435229,
0003502,1865135,Hausknecht
0003502,0458837,Mestre Mangiabene
0003502,0002154,Anselmus Aselmeyer
0003502,0559305,Pipistrello
0003504,0917467,
0003507,0747454,Richard Thornhill
0003507,0118537,Dr Charles Primrose
0003507,0318306,Sir William Thornhill
0003508,0401405,Lieutenant Ward
0003508,0695466,General De La Monte
0003508,0571960,Minister Gordon
0003540,7116917,Doras Little Boy
0003540,0616729,Paul Girard Jr.
0003540,0606887,Richard
0003540,0567245,Paul Girard Sr.
0003545,0933045,Captain Justin Bradford
0003545,0875983,Duke Leonardo de Ferrara
0003545,0064600,
0003545,0531584,
0003545,0789748,
0003545,0905629,
0003565,0491134,Alter Graf
0003565,0432721,Jean Coletti
0003565,0670271,Anton
0003565,0830724,Graf Edgar
0003584,7650738,James Long
0003584,0924834,John Walton
0003584,0838165,Joseph Fennell
0003584,0766705,William Kendall
0003584,0227919,Edward Jackson
0003584,3988875,Frank Tyler
0003584,0146957,Arthur Borden
0003589,0613115,Otto Bergmann
0003589,0024706,Secret Agent
0003589,0642148,Spy
0003589,0347532,William Bergmann
0003589,0318149,Porter
0003590,0844447,A biciklizõ boy
0003590,0061392,Bálint gróf Sárkányvár ifjú ura
0003590,0190791,Lõrincz gróf Bálint gróf riválisa
0003590,0221765,Tamás mester a felcser
0003590,0029166,A vasárnapi lovas
0003590,0261981,A konfliskocsis
0003595,0385714,
0003595,0587646,
0003595,0913094,Undetermined Secondary Role
0003596,0177330,Mr. Cambridge
0003596,0098089,Daddy - the Office Boy
0003596,0644728,James Malone
0003596,0922392,
0003596,0163906,
0003596,0624752,High Officer of the Secret Society Ch. 5
0003597,0081288,
0003597,0585785,
0003597,0783027,
0003597,0823150,
0003599,0168621,
0003600,0394182,Bob Caldecott
0003600,0582212,Count Pulaski
0003602,0190516,Lord Trevor
0003605,0445408,John Dale
0003605,0891238,Gerald Tate
0003605,0164614,Mr. Tate - the Father
0003605,0492993,Mr. Seward
0003606,0601698,Allan Buchannan
0003608,0140054,
0003608,0202768,
0003608,0301787,
0003608,0422930,
0003609,1990343,Anton
0003609,0270415,Graf Erwin
0003609,0561587,
0003613,0822058,
0003617,0791746,
0003617,0900812,
0003617,0934300,
0003619,0889772,
0003622,0602404,
0003623,0017144,
0003623,0679170,
0003625,0476936,Stiva Oblonsky
0003625,0789401,Karenin
0003625,0848483,Vronsky
0003625,0643442,Levin
0003630,0638929,Jack
0003631,0694362,Jefferson Stockton
0003631,0393818,Prince Emil von Haldenwald
0003631,0741830,Stuyvesant Lawrence
0003632,0417837,
0003632,0519765,
0003634,0608971,Rev. H. Brice
0003634,0279227,Frank St. John
0003634,0533764,Rev. John St. John
0003634,0385686,Luther Ludlam
0003634,0607864,Steven Stetson
0003637,0784988,Michele Boccadifuoco
0003637,0070959,Don Federigo Funelli
0003637,0016697,Raffaele
0003639,0330273,Stanton Thornton
0003639,0607074,Dayton Thornton
0003639,0552765,Colonel Kerr
0003643,0073239,
0003643,0910400,The Nephew
0003643,0014894,The Uncle
0003643,0797094,The Italian
0003643,0507635,The Detective
0003643,0366008,The Grocery Boy
0003651,0079813,Gregoire
0003651,1267460,Baron Plessen
0003655,0047333,George Washington Phipps
0003655,0867469,Lawrence Westbrook
0003655,0908390,John Strebelow
0003655,0819793,Count de Carojac
0003655,0047534,Harold Routledge
0003657,0294058,Bartender
0003657,0366586,Jim Stokes
0003657,0121706,Sheriff Bud Walsh
0003657,0792727,Phil Brent
0003657,0235848,Rev. Joshua Wilkes
0003663,0276165,Colonel Furioso
0003664,0124279,Arthur Chandler
0003664,0392015,John Wells
0003664,0173875,Ezra Chandler
0003664,0242349,Jack Sanford
0003664,0925118,Kirby
0003665,0493073,
0003665,0187981,Frank Andrews
0003665,0366008,John Andrews - the Son
0003665,0601698,Cleos Lover
0003668,0633860,
0003668,0421104,Al Jennings
0003668,0287854,Frank Jennings - Als Brother
0003668,0268437,
0003668,0296433,
0003669,1090737,báró Káró Félix
0003669,0956428,Wesekövy Napoleon
0003669,0351333,Kalotay riporter
0003669,8625691,János inas
0003669,0270485,Ipay alezredes
0003669,0844227,
0003670,0456804,Steve Hunter
0003670,0792514,Teddy Harrington
0003670,0060238,Joe Canby
0003672,0330384,Philip Calthorpe
0003672,0939702,Robert St. Omar
0003672,0461524,Renard Duval
0003675,0572310,
0003675,0424530,Lord Cecil
0003675,0593392,
0003675,0355662,
0003676,0292407,Prince Cyril Rubetskoi
0003677,0861696,Bishop
0003677,0183866,Rev. Mark Stebbing
0003677,0393818,Rev. Lionel Barmore
0003677,0110838,Henry Wharton
0003677,0709718,Penrod
0003677,0377855,Clancy
0003677,0389510,Spike
0003685,0470179,Wholesaler Sørensen
0003685,0234670,
0003685,0804632,Stephan
0003686,0166958,General Lambert retired
0003686,0116643,Lt. Jack Lambert their son
0003686,0679043,Captain Doane
0003686,0922396,Jaubert a Boer general
0003689,0101071,Jeff Marsh
0003689,0527801,George Dunbar
0003689,0585503,Dr. Morrow
0003689,0728289,Theatrical Manager
0003689,0399988,Butler
0003692,0074063,The Clerk
0003692,0047534,Big Bill
0003692,0139714,Pablo
0003692,0829381,James Maxwell
0003698,0008518,Robert BrewsterMonty Brewster
0003698,0802309,Edwin Peter Brewster
0003698,0213049,Jonas Sedgwick
0003724,2331511,Toms Horse
0003724,0594291,Tom Mingle
0003724,0643048,Chief Swift Wing
0003724,0101071,Dick Madison
0003730,0179163,DanversRaffles
0003730,0292407,Butler
0003730,0718445,Hadley Stone
0003730,0147692,Rev. John Banfield
0003731,0098376,Elam Harnish aka Burning Daylight
0003731,0370746,Elijah
0003731,0166730,Charley Bates
0003731,0176699,Joe Hines
0003732,0098376,Elam Harnish Burning Daylight
0003735,9892419,
0003735,0049279,Bánk bán
0003735,0075509,Solom mester
0003735,1095994,Harcos
0003736,0242800,Wallie Walton
0003736,0003193,C.O. Darlington
0003736,0533000,C.O. Drudge
0003736,0113224,C.O. Dusenberry
0003736,0119906,Willie Willing
0003738,0246445,
0003740,0656034,Maciste - Axillas Slave
0003743,0114307,Me-en-gan
0003743,0249187,Ned & Graehme Stewart
0003743,0731623,Galen Albert
0003743,0139356,Rand
0003744,0712660,Gilbert Vaughan
0003744,0286594,Anthony March
0003744,0941782,Dr. Manuel Ceneri
0003744,0704026,Signor Macari
0003746,0140054,
0003746,0243918,
0003746,0301787,
0003746,0422930,
0003746,0679170,
0003746,0744686,
0003747,0611913,Tom Randall
0003747,0267914,Cameo Kirby
0003747,0624735,John Randall
0003747,0598767,Colonel Moreau
0003748,0496470,Don Arana - the Foreign Minister
0003748,0853336,Robert W. Wainwright AKA Captain Alvarez
0003748,0822481,Rosas - President of Argentina
0003748,0392429,Tirzo AKA Del Caprio - the Spy
0003752,0908390,Captain Swift
0003752,0207764,George Gardner Harrys friend
0003752,0867469,Marshall Seabrooks butler
0003752,0028658,James Seabrook
0003752,0819793,Harry Seabrook his son
0003752,0641498,Michael Ryan Queenstown detective
0003756,0190516,Cardinal Richelieu
0003756,0287854,Chevalier Adrien de Mauprat
0003756,0304236,François
0003756,0055661,Huguet
0003756,0061746,Joseph
0003761,0587754,Lazare
0003761,0177700,Jean Renaud
0003761,0741450,Adriennes Father
0003763,0560785,Marat
0003763,0341512,Danton
0003763,0595306,Barbaroux
0003765,0176699,Smoke Bellew
0003765,0712870,Shorty
0003765,0755331,Big Olof
0003768,0855912,Trotty Veck
0003768,0376079,Alderman Cute
0003768,0367469,William Fern
0003768,0386863,Richard
0003768,0900330,Sir Joseph Bowley
0003771,0636132,Lord Robert Ure
0003771,0355510,Francis Horatio Drake
0003772,0532996,Undetermined Role
0003772,0601698,Prince Charming
0003772,0174485,The King
0003774,0382730,Artful Dick Cronk
0003774,0731623,Thomas Braddock
0003774,0925689,Frank Jenison
0003774,0611913,David Jenison
0003774,0369058,Ernie Cronk
0003779,1649723,
0003779,0442180,Roger
0003790,0450107,Charles Maylor
0003790,0187868,The Vulture
0003790,0011151,Frank Norman
0003790,0344029,Miron Mendel
0003790,0680887,John Scanlon
0003792,0256221,Winthrop Clavering
0003792,0516974,Jack Howell
0003798,0098376,Billy Bladerson
0003798,0824331,George Marshall
0003799,0516974,Tillford Wheeler
0003799,0033446,The Honorable Jim Hackler
0003799,0842045,Sassafras Livingston
0003799,0516166,Elias Rigby
0003802,0117291,Francis W. Seeman
0003802,0853336,Roger Neville
0003802,0318516,Thomas Mills
0003804,0516974,Craig Atwood
0003807,0148546,
0003807,0246414,
0003807,0260952,Child
0003807,0347565,
0003815,0071992,George Dupont
0003816,0941782,Damon
0003816,0712660,Pythias
0003817,0174720,Jonas Watts
0003817,0230020,Dan
0003817,0717281,Col. Dabney
0003817,0184782,Raoul Dabney
0003817,0279227,John Hammond
0003820,0840178,The King of Bavarre
0003820,1583901,The Prime Minister
0003820,0485770,Giles the Prime Ministers Secretary
0003822,0034454,
0003822,0148546,
0003822,0320817,
0003822,0704158,
0003825,0068213,Matthew Crosby
0003825,0241867,Louis Stolbeck
0003825,0338824,Reginald Crosby
0003830,0138272,Detective Craig
0003830,0822060,Bob Brierly
0003830,0035187,James Dalton
0003830,0123679,Banker Gibson
0003832,0097421,
0003836,0097421,
0003838,0311375,Lt. Dubois
0003838,0909825,The Adopted Son
0003838,0071758,Bel Khan - Son of Achmed
0003838,0167144,Sheik Achmed
0003840,0780869,Doc
0003840,0098310,Bill Travers
0003840,0149477,Eastman
0003854,0108653,Dawson
0003854,0823633,Steve Braddock
0003854,0337083,Slim Grayson
0003854,0382954,Kenyon Phillips
0003854,0421041,Rawhide
0003856,0909492,Valance Chandler
0003856,0913094,James Jim Gresham
0003856,0562805,Carson Baylis
0003856,0741852,Andrew Martin
0003856,0354925,Jim